"comparison","gene","log2FC","padj","direction"
"PEO4_SNAI1_vs_GFP","SRPX",-1.77385235678311,0.024546163260618,"DOWN"
"PEO4_SNAI1_vs_GFP","KLK6",-2.62815257148473,1.79663232286101e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM45A",2.03877180415836,0.00108791615245497,"UP"
"PEO4_SNAI1_vs_GFP","VGLL3",2.62407257189461,3.55424727952133e-07,"UP"
"PEO4_SNAI1_vs_GFP","VWA1",-2.02892179145962,0.00104486998136677,"DOWN"
"PEO4_SNAI1_vs_GFP","SLC12A8",1.87492688599732,0.00833698313518262,"UP"
"PEO4_SNAI1_vs_GFP","S100A14",-3.09814038851945,6.21176964032966e-11,"DOWN"
"PEO4_SNAI1_vs_GFP","RHOB",3.5925379969491,0,"UP"
"PEO4_SNAI1_vs_GFP","AADACL3",3.45000209321295,3.3648986904721e-12,"UP"
"PEO4_SNAI1_vs_GFP","PMP22",2.14040085936051,0.000447413452008969,"UP"
"PEO4_SNAI1_vs_GFP","SOX9",-2.46067206158277,2.36373176278747e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","LHFPL6",2.17098571713978,0.000261994710579979,"UP"
"PEO4_SNAI1_vs_GFP","DSE",2.17594063223227,0.000210412935432759,"UP"
"PEO4_SNAI1_vs_GFP","CYGB",2.75929639765915,4.6270255820841e-08,"UP"
"PEO4_SNAI1_vs_GFP","EPOP",2.23957954788751,0.000109833129993076,"UP"
"PEO4_SNAI1_vs_GFP","IFI44",-2.0236209130311,0.00115280271083452,"DOWN"
"PEO4_SNAI1_vs_GFP","DDIT4",-2.92097635698054,1.36443605715919e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","SELENOP",2.18999351015727,0.000177797469142178,"UP"
"PEO4_SNAI1_vs_GFP","SPX",3.14791102900722,1.20306184841281e-10,"UP"
"PEO4_SNAI1_vs_GFP","INA",6.32241549721632,0,"UP"
"PEO4_SNAI1_vs_GFP","COL26A1",4.14380933199616,0,"UP"
"PEO4_SNAI1_vs_GFP","MYL9",2.3521684607409,1.60841398348117e-05,"UP"
"PEO4_SNAI1_vs_GFP","ARSI",1.79062601347249,0.023352235959056,"UP"
"PEO4_SNAI1_vs_GFP","TEAD2",4.83667441492322,0,"UP"
"PEO4_SNAI1_vs_GFP","GDA",2.89683066174911,5.19281471568256e-09,"UP"
"PEO4_SNAI1_vs_GFP","AP000648.5",1.87282385022734,0.00902769965343858,"UP"
"PEO4_SNAI1_vs_GFP","PHLDB2",2.34537952426276,2.20425815911886e-05,"UP"
"PEO4_SNAI1_vs_GFP","MATN3",2.9256708356295,4.04389531362571e-09,"UP"
"PEO4_SNAI1_vs_GFP","FMN2",5.05345842929202,0,"UP"
"PEO4_SNAI1_vs_GFP","GFRA1",6.29004675456118,0,"UP"
"PEO4_SNAI1_vs_GFP","PARP9",-2.4790463522019,1.84525899572355e-06,"DOWN"
"PEO4_SNAI1_vs_GFP","PYCR1",1.89427571637345,0.00667495174366843,"UP"
"PEO4_SNAI1_vs_GFP","PTGER2",2.33614181082481,2.42004017984683e-05,"UP"
"PEO4_SNAI1_vs_GFP","LRRN1",3.2976718973839,1.15706603249283e-11,"UP"
"PEO4_SNAI1_vs_GFP","ALPK2",4.04643025338524,0,"UP"
"PEO4_SNAI1_vs_GFP","DTX3L",-1.8891588901016,0.00706322352643731,"DOWN"
"PEO4_SNAI1_vs_GFP","THRB",1.79218284729371,0.0221377700504694,"UP"
"PEO4_SNAI1_vs_GFP","IFIT1",-2.09943278833128,0.000498352352877399,"DOWN"
"PEO4_SNAI1_vs_GFP","KLK7",-2.92384417704612,1.36443605715919e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","CNKSR2",1.98224037168121,0.00225287691148039,"UP"
"PEO4_SNAI1_vs_GFP","SNAPC1",2.02931246770914,0.00130742764301215,"UP"
"PEO4_SNAI1_vs_GFP","EDIL3",5.60211524013366,0,"UP"
"PEO4_SNAI1_vs_GFP","TPD52L1",-1.77065708921399,0.0303509788355483,"DOWN"
"PEO4_SNAI1_vs_GFP","BCAT1",1.97771377146436,0.00237908220805151,"UP"
"PEO4_SNAI1_vs_GFP","TNFRSF11B",2.44492540776047,4.19920673115896e-06,"UP"
"PEO4_SNAI1_vs_GFP","SULF1",4.43624582280727,0,"UP"
"PEO4_SNAI1_vs_GFP","TUBA1A",1.85653285661223,0.0106710886763501,"UP"
"PEO4_SNAI1_vs_GFP","LGR4",-1.96018533932218,0.00330016634362874,"DOWN"
"PEO4_SNAI1_vs_GFP","TGM2",3.05765316080036,2.15011937717395e-10,"UP"
"PEO4_SNAI1_vs_GFP","PTGIS",2.63412390873024,2.20072876045388e-07,"UP"
"PEO4_SNAI1_vs_GFP","TAGLN",4.30734379570182,0,"UP"
"PEO4_SNAI1_vs_GFP","GPR176",2.16350747440869,0.000212237309977945,"UP"
"PEO4_SNAI1_vs_GFP","CALD1",2.1238863177754,0.000499211081097734,"UP"
"PEO4_SNAI1_vs_GFP","DSC2",-1.94827603637103,0.00493410611400096,"DOWN"
"PEO4_SNAI1_vs_GFP","FSTL1",2.20291485492027,0.000200180020296125,"UP"
"PEO4_SNAI1_vs_GFP","COL3A1",3.04803623679836,2.47988639888875e-10,"UP"
"PEO4_SNAI1_vs_GFP","COL1A1",5.90298701181945,0,"UP"
"PEO4_SNAI1_vs_GFP","CCN1",3.79294852809237,0,"UP"
"PEO4_SNAI1_vs_GFP","AXL",2.43279339562306,5.65006311829454e-06,"UP"
"PEO4_SNAI1_vs_GFP","SDC2",3.7354638422812,0,"UP"
"PEO4_SNAI1_vs_GFP","VIM",2.45661349059165,4.91502579719932e-06,"UP"
"PEO4_SNAI1_vs_GFP","RP11-116G8.5",-5.68321889799932,0.00453825737059107,"DOWN"
"PEO4_SNAI1_vs_GFP","TMEM265",-6.30654802400022,3.43635719108525e-05,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-903H12.5",-6.71542870968448,6.27487894882501e-07,"DOWN"
"PEO4_SNAI1_vs_GFP","STX17-AS1",-5.63684882519942,0.00618824340966226,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-56G10.2",-5.37637971870319,0.030866566535434,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-162P23.2",-6.08218428790629,0.00023321076270244,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-123K3.4",-5.54513312661327,0.0110163038323024,"DOWN"
"PEO4_SNAI1_vs_GFP","TCN1",-7.39377116816882,1.83707219296241e-10,"DOWN"
"PEO4_SNAI1_vs_GFP","AC009133.15",-7.17572334544347,3.09139327775301e-09,"DOWN"
"PEO4_SNAI1_vs_GFP","LINC02251",-5.82586504077916,0.00167497278339149,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-373L24.1",-5.75382335602019,0.00281062422862344,"DOWN"
"PEO4_SNAI1_vs_GFP","RP11-305P14.1",-5.4192807477951,0.0240654823887006,"DOWN"
"PEO4_2R_vs_GFP","RP5-1086D14.6",-10.3635307625127,0,"DOWN"
"PEO4_2R_vs_GFP","CICP14",-9.37016987220619,0,"DOWN"
"PEO4_2R_vs_GFP","RP11-274B21.2",-7.76933114883652,1.5387847871605e-10,"DOWN"
"PEO4_2R_vs_GFP","RP11-500M8.7",5.34921791155171,1.95235064421935e-12,"UP"
"PEO4_2R_vs_GFP","RP11-649E7.5",6.15333908180435,0,"UP"
"PEO4_2R_vs_GFP","CHMP1B-AS1",8.45223832084972,0,"UP"
"PEO4_2R_vs_GFP","AC004067.6",6.80705198999108,0,"UP"
"PEO4_2R_vs_GFP","RP5-876B10.7",4.09539211835957,1.45064193215833e-11,"UP"
"PEO4_2R_vs_GFP","RP11-156P1.2",-7.08996432199639,1.65858763565447e-07,"DOWN"
"PEO4_2R_vs_GFP","COMMD3-BMI1",7.7285002837419,7.01255579920413e-11,"UP"
"PEO4_2R_vs_GFP","MUC16",-4.72829758249603,0,"DOWN"
"PEO4_2R_vs_GFP","KCNJ4",-3.84769396778768,9.25806844767310e-09,"DOWN"
"PEO4_2R_vs_GFP","XXbac-BPG246D15.9",-3.85035310243328,2.83250211905523e-09,"DOWN"
"PEO4_2R_vs_GFP","RP11-134F2.8",3.50005900123821,1.55879818152242e-05,"UP"
"PEO4_2R_vs_GFP","CTD-2192J16.17",4.04947913564386,0.000122544275863318,"UP"
"PEO4_2R_vs_GFP","RPL41P2",5.47316143202407,1.45253955765482e-06,"UP"
"PEO4_2R_vs_GFP","RP11-543P15.1",7.18243113396154,2.80697233631269e-08,"UP"
"PEO4_2R_vs_GFP","RP11-274B21.3",-6.42564167386788,5.04186087382384e-05,"DOWN"
"PEO4_2R_vs_GFP","XXbac-B461K10.4",-7.08798802011527,1.68415783490169e-07,"DOWN"
"PEO4_2R_vs_GFP","CTC-250I14.3",6.88108235138534,5.00198967920128e-07,"UP"
"PEO4_2R_vs_GFP","CYP24A1",-3.65726380493477,2.63156730199413e-09,"DOWN"
"PEO4_2R_vs_GFP","MAB21L4",-3.9811436707783,1.98738576793679e-10,"DOWN"
"PEO4_2R_vs_GFP","MT-TA",6.58307856317874,7.35393732925268e-06,"UP"
"PEO4_2R_vs_GFP","PCBP2P2",6.54982925710313,9.73060066941786e-06,"UP"
"PEO4_2R_vs_GFP","TMEM132E",-8.10660187570268,0,"DOWN"
"PEO4_2R_vs_GFP","PPAN-P2RY11",-2.95948670964015,0.00167347027821622,"DOWN"
"PEO4_2R_vs_GFP","RP11-49K24.6",6.48307617088225,1.68106070148959e-05,"UP"
"PEO4_2R_vs_GFP","SOS1-IT1",-6.11654659296863,0.000502485357228308,"DOWN"
"PEO4_2R_vs_GFP","ITGB6",-3.40209567689711,4.60169644168829e-08,"DOWN"
"PEO4_2R_vs_GFP","LINC02802",-3.78173352636365,0.00254075331834018,"DOWN"
"PEO4_2R_vs_GFP","DOK7",-3.93866261983106,5.72753216013302e-11,"DOWN"
"PEO4_2R_vs_GFP","ERBB4",-4.06147907758526,3.73156683330932e-10,"DOWN"
"PEO4_2R_vs_GFP","AGAP11",-5.64710381430185,0.0098095574438302,"DOWN"
"PEO4_2R_vs_GFP","FLG",-2.57993779041418,0.000934441792192236,"DOWN"
"PEO4_2R_vs_GFP","TNXB",-2.11084031613287,0.0399022779018451,"DOWN"
"PEO4_2R_vs_GFP","SUMO2P1",3.70313300701542,0.00114888856786456,"UP"
"PEO4_2R_vs_GFP","IKBKGP1",6.23352352277196,0.000130009372056851,"UP"
"PEO4_2R_vs_GFP","SNAI1",6.32735546932126,0,"UP"
"PEO4_2R_vs_GFP","AC068831.15",6.14678291497608,0.000245465360239961,"UP"
"PEO4_2R_vs_GFP","RAB43",-2.35646325688624,0.00413325155434528,"DOWN"
"PEO4_2R_vs_GFP","HSPE1-MOB4",3.64941740769877,1.14337074979648e-07,"UP"
"PEO4_2R_vs_GFP","RPL39P3",5.97170043568992,0.000862697349752577,"UP"
"PEO4_2R_vs_GFP","ESM1",3.67974382538793,2.68847810707829e-07,"UP"
"PEO4_2R_vs_GFP","RP11-422P24.14",-3.48167092380575,2.13025058041562e-05,"DOWN"
"PEO4_2R_vs_GFP","EPPK1",-4.24745855508624,2.43054282940623e-12,"DOWN"
"PEO4_2R_vs_GFP","SORL1",-2.76956725604759,6.16465812525141e-05,"DOWN"
"PEO4_2R_vs_GFP","NEGR1",2.38106113826163,0.00231015618770941,"UP"
"PEO4_2R_vs_GFP","LINC02085",5.75364016547663,0.0035619997741111,"UP"
"PEO4_2R_vs_GFP","FAUP1",6.28993908037724,8.21821707333609e-05,"UP"
"PEO4_2R_vs_GFP","EEF1A1P11",5.7068716844402,0.0047717783729047,"UP"
"PEO4_2R_vs_GFP","HNRNPA1L2",6.46409223296248,1.9583763540036e-05,"UP"
"PEO4_2R_vs_GFP","CTD-2192J16.22",3.57549872767424,0.000465806120168672,"UP"
"PEO4_2R_vs_GFP","C6orf223",-3.21229745080757,6.19234524246268e-07,"DOWN"
"PEO4_2R_vs_GFP","GAL3ST2",-3.65583537723356,3.43004043085182e-07,"DOWN"
"PEO4_2R_vs_GFP","SMPDL3B",-5.62184056161345,2.34878628892056e-12,"DOWN"
"PEO4_2R_vs_GFP","PCSK1N",-2.43977013081953,0.0273679648107724,"DOWN"
"PEO4_2R_vs_GFP","AC005786.7",5.58285374972185,0.00995033970798507,"UP"
"PEO4_2R_vs_GFP","RP11-295M18.8",-4.74228797998698,0.000148326823589897,"DOWN"
"PEO4_2R_vs_GFP","LAMA5",-2.3514301823374,0.00639600147925042,"DOWN"
"PEO4_2R_vs_GFP","TSPAN1",-5.84236581405669,0,"DOWN"
"PEO4_2R_vs_GFP","CLDN3",-9.20681258203784,0,"DOWN"
"PEO4_2R_vs_GFP","SEMA3B",-3.24713329908564,2.99429530613072e-07,"DOWN"
"PEO4_2R_vs_GFP","RP5-1028K7.3",-8.25678265808412,5.63131138942018e-13,"DOWN"
"PEO4_2R_vs_GFP","ADGRV1",-4.20701077841064,4.30474008087953e-11,"DOWN"
"PEO4_2R_vs_GFP","BCL11B",5.34748847311668,0.0371399281158322,"UP"
"PEO4_2R_vs_GFP","NEU4",-3.88885049832552,3.25009798916807e-06,"DOWN"
"PEO4_2R_vs_GFP","RP13-516M14.8",-3.20429028247214,1.39544638337359e-06,"DOWN"
"PEO4_2R_vs_GFP","CTXN1",-2.44030025399297,0.00201570317247773,"DOWN"
"PEO4_2R_vs_GFP","INO80B-WBP1",3.94400909205058,3.34166349626186e-09,"UP"
"PEO4_2R_vs_GFP","ATP6V1B1",-3.93184819343191,2.40983725971454e-09,"DOWN"
"PEO4_2R_vs_GFP","FRY",-2.380470244998,0.0486334157760828,"DOWN"
"PEO4_2R_vs_GFP","EEF1DP5",5.42362483159663,0.0247476365548025,"UP"
"PEO4_2R_vs_GFP","RP11-256B12.1",-6.27935625822805,0.000156873316172156,"DOWN"
"PEO4_2R_vs_GFP","SLC29A2",-4.12387824657743,9.80219477015557e-12,"DOWN"
"PEO4_2R_vs_GFP","RP11-81M19.3",-5.67018496697607,0.00865690213406498,"DOWN"
"PEO4_2R_vs_GFP","CTC-429P9.1",5.33650137832768,0.0394934228071125,"UP"
"PEO4_2R_vs_GFP","ALPP",3.57530568725513,4.35367628210194e-07,"UP"
"PEO4_2R_vs_GFP","SCN2B",-3.24160419313538,0.000165661846186045,"DOWN"
"PEO4_2R_vs_GFP","RPSAP54",5.82500339435069,0.00226258694368683,"UP"
"PEO4_2R_vs_GFP","AQP5",-4.94197835559041,1.40966334650414e-13,"DOWN"
"PEO4_2R_vs_GFP","SCNN1G",-6.07002323450144,8.99319372359188e-12,"DOWN"
"PEO4_2R_vs_GFP","PDGFRB",3.62481591738855,1.11383552859966e-05,"UP"
"PEO4_2R_vs_GFP","PTMAP2",3.74227124130101,0.0293895895903373,"UP"
"PEO4_2R_vs_GFP","PRRT3",-2.15579992382445,0.0434317122357979,"DOWN"
"PEO4_2R_vs_GFP","UBA7",-2.50165248893009,0.00169030819832161,"DOWN"
"PEO4_2R_vs_GFP","SGK1",3.08318791224493,1.12106052517485e-06,"UP"
"PEO4_2R_vs_GFP","MLXIPL",-3.67042374238347,0.000162324236053371,"DOWN"
"PEO4_2R_vs_GFP","TMEM125",-5.57678592137008,0,"DOWN"
"PEO4_2R_vs_GFP","FBN3",3.51243228966421,9.72403037655373e-08,"UP"
"PEO4_2R_vs_GFP","RP11-274B21.4",-5.66312233276693,0.00897660929208861,"DOWN"
"PEO4_2R_vs_GFP","MDGA1",-3.17705476929343,1.0464747421507e-06,"DOWN"
"PEO4_2R_vs_GFP","CEBPD",-2.44145307546283,0.00295028315318451,"DOWN"
"PEO4_2R_vs_GFP","PARP10",-3.1166039770236,1.26731591154707e-06,"DOWN"
"PEO4_2R_vs_GFP","AHNAK2",-3.84383524811037,2.0254216319229e-10,"DOWN"
"PEO4_2R_vs_GFP","AOC1",-3.07362314890257,0.000347990925659859,"DOWN"
"PEO4_2R_vs_GFP","AC074212.5",3.05900027610007,0.00383816227398847,"UP"
"PEO4_2R_vs_GFP","KRT13",-5.93299858848046,0.00171159637395056,"DOWN"
"PEO4_2R_vs_GFP","KCNF1",-8.25000730060071,0,"DOWN"
"PEO4_2R_vs_GFP","RHPN1",-3.47362812596817,4.40647746791758e-08,"DOWN"
"PEO4_2R_vs_GFP","LONRF2",-6.18279498412448,0,"DOWN"
"PEO4_2R_vs_GFP","AGRN",-2.31543450973719,0.00920576509831082,"DOWN"
"PEO4_2R_vs_GFP","NPHP3-ACAD11",2.76759207501846,0.0111186274359574,"UP"
"PEO4_2R_vs_GFP","LIME1",-2.63401198970515,0.000959615385990903,"DOWN"
"PEO4_2R_vs_GFP","GCNT4",5.31558399074776,6.50079922202507e-06,"UP"
"PEO4_2R_vs_GFP","ISG15",-3.18648546337078,5.86740048265335e-07,"DOWN"
"PEO4_2R_vs_GFP","TRIL",2.28998329140887,0.00692830240037011,"UP"
"PEO4_2R_vs_GFP","SPTBN2",-3.45654329902088,2.43206876946935e-08,"DOWN"
"PEO4_2R_vs_GFP","TMPRSS3",-2.79817206298464,5.20906247959768e-05,"DOWN"
"PEO4_2R_vs_GFP","MAG",-2.73543611932425,0.0103353657076465,"DOWN"
"PEO4_2R_vs_GFP","ACE",-2.90784850599153,0.00193574859261037,"DOWN"
"PEO4_2R_vs_GFP","CRYZL2P-SEC16B",-4.02705803454931,0.000949918283235761,"DOWN"
"PEO4_2R_vs_GFP","LGALS9",-3.55828116997463,0.000187800634853448,"DOWN"
"PEO4_2R_vs_GFP","A4GALT",-4.60312784653398,4.38645827506381e-05,"DOWN"
"PEO4_2R_vs_GFP","KCNH3",-3.69090122409493,0.00595358343949336,"DOWN"
"PEO4_2R_vs_GFP","INHBA",-3.26936364001187,4.68101332330191e-07,"DOWN"
"PEO4_2R_vs_GFP","LINC01968",-5.66489123025602,0.00889410013407173,"DOWN"
"PEO4_2R_vs_GFP","SLC14A2",4.18645019634475,0.00127010392903423,"UP"
"PEO4_2R_vs_GFP","GLDC",-4.03522374720141,1.14663896155776e-10,"DOWN"
"PEO4_2R_vs_GFP","PRR15L",-6.78373943852846,1.40625836257539e-12,"DOWN"
"PEO4_2R_vs_GFP","PLEKHB1",-5.76601372213529,0,"DOWN"
"PEO4_2R_vs_GFP","GGT6",-5.7974093296393,4.48681004630725e-12,"DOWN"
"PEO4_2R_vs_GFP","SULT1E1",7.15186781020956,3.84369035552015e-08,"UP"
"PEO4_2R_vs_GFP","FST",4.88561432734906,9.70609669198719e-09,"UP"
"PEO4_2R_vs_GFP","ENO1P1",5.46168277298606,0.0200234887355839,"UP"
"PEO4_2R_vs_GFP","CCDC85A",-4.84148737805853,9.79138387475689e-06,"DOWN"
"PEO4_2R_vs_GFP","CTC-518B2.8",-5.94080680069164,0.0016386033655883,"DOWN"
"PEO4_2R_vs_GFP","TMPRSS4",-2.50261785042133,0.00188079496901422,"DOWN"
"PEO4_2R_vs_GFP","PTH1R",2.64331479410244,0.00910491325026448,"UP"
"PEO4_2R_vs_GFP","RP11-455O6.8",-3.61238347895595,0.0343209743454934,"DOWN"
"PEO4_2R_vs_GFP","POTEF",-2.90468173238154,0.0134636061769554,"DOWN"
"PEO4_2R_vs_GFP","GSTA2",5.6934017476018,0.00517810690369267,"UP"
"PEO4_2R_vs_GFP","PRR36",-5.24652586323167,0,"DOWN"
"PEO4_2R_vs_GFP","RP11-468E2.1",-5.4949851293088,0.0231436732308631,"DOWN"
"PEO4_2R_vs_GFP","TSPO",-2.30521239220144,0.00713037500625381,"DOWN"
"PEO4_2R_vs_GFP","CHI3L1",-2.48820324790104,0.00433807166969184,"DOWN"
"PEO4_2R_vs_GFP","PTAFR",-3.4267811223731,2.0211106143576e-07,"DOWN"
"PEO4_2R_vs_GFP","ANO9",-2.82893443548592,0.000107638753813646,"DOWN"
"PEO4_2R_vs_GFP","CDH2",2.91267626865714,6.42503849478252e-05,"UP"
"PEO4_2R_vs_GFP","NME3",-3.2550508896784,8.21816911639801e-07,"DOWN"
"PEO4_2R_vs_GFP","NPFFR1",-3.86318701565493,1.03130637292212e-05,"DOWN"
"PEO4_2R_vs_GFP","PSMB9",-2.36891612184116,0.00727648540353259,"DOWN"
"PEO4_2R_vs_GFP","AP000295.9",2.75701073214079,0.0466987039112168,"UP"
"PEO4_2R_vs_GFP","MFSD10",-2.35507543157407,0.00420447684765056,"DOWN"
"PEO4_2R_vs_GFP","TSHZ2",-3.3914360495774,2.69289742719091e-05,"DOWN"
"PEO4_2R_vs_GFP","ELMO3",-2.71754543895289,0.000196699063593068,"DOWN"
"PEO4_2R_vs_GFP","ICA1",-2.68950412327015,0.000479049947104094,"DOWN"
"PEO4_2R_vs_GFP","UBE2QL1",7.19595447554351,2.43206876946935e-08,"UP"
"PEO4_2R_vs_GFP","CAPS",-3.66321532471337,2.79315317323369e-09,"DOWN"
"PEO4_2R_vs_GFP","IMPDH1P10",5.66168363228012,0.00632333112963081,"UP"
"PEO4_2R_vs_GFP","NTN4",-2.58843122738293,0.000413545416413818,"DOWN"
"PEO4_2R_vs_GFP","ADRA1B",-3.29041696536039,1.39825063723937e-05,"DOWN"
"PEO4_2R_vs_GFP","IL1RL1",4.31444953977386,7.99440011279503e-07,"UP"
"PEO4_2R_vs_GFP","MROH6",-2.83886829055239,6.57470083098074e-05,"DOWN"
"PEO4_2R_vs_GFP","SLC16A5",-2.16227436279398,0.0242496325976223,"DOWN"
"PEO4_2R_vs_GFP","SYT1",-2.71736595874598,0.000155070962021403,"DOWN"
"PEO4_2R_vs_GFP","ARFGEF3",-3.65926875328567,2.83250211905523e-09,"DOWN"
"PEO4_2R_vs_GFP","PAK6",-2.97116060824388,2.14595296005875e-05,"DOWN"
"PEO4_2R_vs_GFP","CRYBG1",-3.1899168600512,5.68420846707501e-07,"DOWN"
"PEO4_2R_vs_GFP","COL24A1",3.46386145861488,0.00743109385950595,"UP"
"PEO4_2R_vs_GFP","CTB-147N14.6",-3.27278280950922,0.00681096047833297,"DOWN"
"PEO4_2R_vs_GFP","RP11-465B22.8",-6.35435231370292,8.78680326685575e-05,"DOWN"
"PEO4_2R_vs_GFP","FAM43A",-2.70086105382556,0.000201928633473589,"DOWN"
"PEO4_2R_vs_GFP","GHDC",-2.49950922744803,0.0063256502697851,"DOWN"
"PEO4_2R_vs_GFP","IFI6",-5.70896910752603,0,"DOWN"
"PEO4_2R_vs_GFP","CTSD",-4.06866080442668,1.00456479735973e-11,"DOWN"
"PEO4_2R_vs_GFP","PRR7",-2.22966043973945,0.0165185734222031,"DOWN"
"PEO4_2R_vs_GFP","UNC5A",-3.55418281433244,7.18788831060943e-08,"DOWN"
"PEO4_2R_vs_GFP","MVP",-2.95122554674825,8.59364419753567e-06,"DOWN"
"PEO4_2R_vs_GFP","TRANK1",-2.19705283220916,0.0199988390336167,"DOWN"
"PEO4_2R_vs_GFP","TGFB2-OT1",7.51260510420727,8.47960761667437e-10,"UP"
"PEO4_2R_vs_GFP","MFSD3",-2.54417534753026,0.000678920275011702,"DOWN"
"PEO4_2R_vs_GFP","COMTD1",-3.5872260520138,9.06179921019674e-08,"DOWN"
"PEO4_2R_vs_GFP","PPP1R16A",-2.12368758241669,0.0364159678785506,"DOWN"
"PEO4_2R_vs_GFP","SCNN1D",-2.98722283262096,0.0371399281158322,"DOWN"
"PEO4_2R_vs_GFP","C10orf95",-3.49983389247633,0.00037028322257678,"DOWN"
"PEO4_2R_vs_GFP","LLGL2",-2.31603667561254,0.00619922548452724,"DOWN"
"PEO4_2R_vs_GFP","TPRN",-2.16447582995599,0.0333776724266816,"DOWN"
"PEO4_2R_vs_GFP","KCNV1",-3.79665071830598,2.54569929025728e-09,"DOWN"
"PEO4_2R_vs_GFP","THRSP",-6.51569531688487,0,"DOWN"
"PEO4_2R_vs_GFP","TRPC4",6.58307856317874,7.35393732925268e-06,"UP"
"PEO4_2R_vs_GFP","ADAMTS12",4.2350825481003,2.77233791479148e-11,"UP"
"PEO4_2R_vs_GFP","GBP4",-2.32813543880464,0.0056147723504043,"DOWN"
"PEO4_2R_vs_GFP","LINC01559",-2.30128920618801,0.0129693404842306,"DOWN"
"PEO4_2R_vs_GFP","HELZ2",-3.27168451405772,2.14440933761772e-07,"DOWN"
"PEO4_2R_vs_GFP","FUT5",-4.44920881494817,7.01552681568062e-08,"DOWN"
"PEO4_2R_vs_GFP","NFASC",3.79399476981991,4.48060065374124e-05,"UP"
"PEO4_2R_vs_GFP","TFEB",-3.1953835263196,4.530589907686e-05,"DOWN"
"PEO4_2R_vs_GFP","BHLHE41",-6.45304856172688,0,"DOWN"
"PEO4_2R_vs_GFP","FASN",-2.32444149568147,0.0111186274359574,"DOWN"
"PEO4_2R_vs_GFP","PROM2",-3.48227094087149,1.82537936388449e-08,"DOWN"
"PEO4_2R_vs_GFP","PRSS8",-2.69301883441651,0.00014664236708614,"DOWN"
"PEO4_2R_vs_GFP","SRMS",-2.43728439909174,0.0310481481682577,"DOWN"
"PEO4_2R_vs_GFP","CCNO",-4.62449319726666,1.03912046503628e-08,"DOWN"
"PEO4_2R_vs_GFP","AMTN",5.29361001107296,4.24352410102695e-08,"UP"
"PEO4_2R_vs_GFP","P4HTM",-2.53745784084513,0.001028129459955,"DOWN"
"PEO4_2R_vs_GFP","SLC4A10",-5.60472650120717,0.0124822382584263,"DOWN"
"PEO4_2R_vs_GFP","RP11-724O16.1",3.58870487948332,0.00696580262902283,"UP"
"PEO4_2R_vs_GFP","PDYN",2.70514174245443,0.0212739188416801,"UP"
"PEO4_2R_vs_GFP","VCAN",3.39867010175665,1.93389186989119e-05,"UP"
"PEO4_2R_vs_GFP","KCNK15",-5.34549635529047,1.14625044377956e-08,"DOWN"
"PEO4_2R_vs_GFP","RFLNB",2.63697829991255,0.000684438613803011,"UP"
"PEO4_2R_vs_GFP","COL18A1",-2.56125773640499,0.000552870308104887,"DOWN"
"PEO4_2R_vs_GFP","THEM6",-2.14042417126965,0.0301081151461038,"DOWN"
"PEO4_2R_vs_GFP","ADTRP",-2.12310907284701,0.0463039886707052,"DOWN"
"PEO4_2R_vs_GFP","ARL14",2.51520161524201,0.0117717647739467,"UP"
"PEO4_2R_vs_GFP","ADGRF1",-2.98406622831474,7.28837675735643e-06,"DOWN"
"PEO4_2R_vs_GFP","RP11-473M20.5",-4.81262421259198,0.000530471669224849,"DOWN"
"PEO4_2R_vs_GFP","PLA2G7",-4.30017142503944,0.0177498051293097,"DOWN"
"PEO4_2R_vs_GFP","MCOLN2",-3.65030070809525,4.12705033486402e-06,"DOWN"
"PEO4_2R_vs_GFP","HEG1",2.72900701158839,5.66872221631622e-05,"UP"
"PEO4_2R_vs_GFP","ADRA2A",4.09847332851816,1.38406580449486e-09,"UP"
"PEO4_2R_vs_GFP","ADAM8",-3.13098391431246,0.00046677114594073,"DOWN"
"PEO4_2R_vs_GFP","C6orf15",-4.58889657225088,2.81467018655804e-06,"DOWN"
"PEO4_2R_vs_GFP","MMP1",7.50719116466567,8.96826562417946e-10,"UP"
"PEO4_2R_vs_GFP","DBNDD1",-3.28763465363016,4.87865781196256e-07,"DOWN"
"PEO4_2R_vs_GFP","CNTN1",-3.63224471418871,3.57411758828575e-08,"DOWN"
"PEO4_2R_vs_GFP","AMN",-3.6505265401877,7.64287189455618e-07,"DOWN"
"PEO4_2R_vs_GFP","APOL6",-2.26027653080221,0.0101997866446532,"DOWN"
"PEO4_2R_vs_GFP","CHST9",-5.88321563446333,0.00234067832033653,"DOWN"
"PEO4_2R_vs_GFP","SLC49A3",-2.26298689693712,0.0149196612096499,"DOWN"
"PEO4_2R_vs_GFP","NECTIN4",-4.36634448602242,5.4735902420242e-12,"DOWN"
"PEO4_2R_vs_GFP","PAPPA",3.04457822137964,0.00957156261422177,"UP"
